transaction_id,customer_id,product_id,quantity,unit_price,transaction_date,store_id
536365,17850,85123A,6,2.55,12/1/10 8:26,ST_001
536365,17850,71053,6,3.39,12/1/10 8:26,ST_018
536365,17850,84406B,8,2.75,12/1/10 8:26,ST_026
536365,17850,84029G,6,3.39,12/1/10 8:26,ST_027
536365,17850,84029E,6,3.39,12/1/10 8:26,ST_004
536365,17850,22752,2,7.65,12/1/10 8:26,ST_037
536365,17850,21730,6,4.25,12/1/10 8:26,ST_036
536366,17850,22633,6,1.85,12/1/10 8:28,ST_020
536366,17850,22632,6,1.85,12/1/10 8:28,ST_026
536367,13047,84879,32,1.69,12/1/10 8:34,ST_005
536367,13047,22745,6,2.1,12/1/10 8:34,ST_002
536367,13047,22748,6,2.1,12/1/10 8:34,ST_023
536367,13047,22749,8,3.75,12/1/10 8:34,ST_029
536367,13047,22310,6,1.65,12/1/10 8:34,ST_020
536367,13047,84969,6,4.25,12/1/10 8:34,ST_013
536367,13047,22623,3,4.95,12/1/10 8:34,ST_042
536367,13047,22622,2,9.95,12/1/10 8:34,ST_041
536367,13047,21754,3,5.95,12/1/10 8:34,ST_053
536367,13047,21755,3,5.95,12/1/10 8:34,ST_050
536367,13047,21777,4,7.95,12/1/10 8:34,ST_021
536367,13047,48187,4,7.95,12/1/10 8:34,ST_050
536368,13047,22960,6,4.25,12/1/10 8:34,ST_014
536368,13047,22913,3,4.95,12/1/10 8:34,ST_052
536368,13047,22912,3,4.95,12/1/10 8:34,ST_052
536368,13047,22914,3,4.95,12/1/10 8:34,ST_050
536369,13047,21756,3,5.95,12/1/10 8:35,ST_038
536370,12583,22728,24,3.75,12/1/10 8:45,ST_042
536370,12583,22727,24,3.75,12/1/10 8:45,ST_047
536370,12583,22726,12,3.75,12/1/10 8:45,ST_003
536370,12583,21724,12,0.85,12/1/10 8:45,ST_026
536370,12583,21883,24,0.65,12/1/10 8:45,ST_025
536370,12583,10002,48,0.85,12/1/10 8:45,ST_050
536370,12583,21791,24,1.25,12/1/10 8:45,ST_028
536370,12583,21035,18,2.95,12/1/10 8:45,ST_019
536370,12583,22326,24,2.95,12/1/10 8:45,ST_033
536370,12583,22629,24,1.95,12/1/10 8:45,ST_020
536370,12583,22659,24,1.95,12/1/10 8:45,ST_045
536370,12583,22631,24,1.95,12/1/10 8:45,ST_033
536370,12583,22661,20,0.85,12/1/10 8:45,ST_024
536370,12583,21731,24,1.65,12/1/10 8:45,ST_036
536370,12583,22900,24,2.95,12/1/10 8:45,ST_016
536370,12583,21913,12,3.75,12/1/10 8:45,ST_012
536370,12583,22540,24,0.42,12/1/10 8:45,ST_034
536370,12583,22544,24,0.42,12/1/10 8:45,ST_031
536370,12583,22492,36,0.65,12/1/10 8:45,ST_003
536370,12583,POST,3,18.0,12/1/10 8:45,ST_052
536371,13748,22086,80,2.55,12/1/10 9:00,ST_051
536372,17850,22632,6,1.85,12/1/10 9:01,ST_005
536372,17850,22633,6,1.85,12/1/10 9:01,ST_018
536373,17850,85123A,6,2.55,12/1/10 9:02,ST_040
536373,17850,71053,6,3.39,12/1/10 9:02,ST_015
536373,17850,84406B,8,2.75,12/1/10 9:02,ST_021
536373,17850,20679,6,4.95,12/1/10 9:02,ST_044
536373,17850,37370,6,1.06,12/1/10 9:02,ST_054
536373,17850,21871,6,1.06,12/1/10 9:02,ST_029
536373,17850,21071,6,1.06,12/1/10 9:02,ST_023
536373,17850,21068,6,1.06,12/1/10 9:02,ST_032
536373,17850,82483,2,4.95,12/1/10 9:02,ST_042
536373,17850,82486,4,6.95,12/1/10 9:02,ST_039
536373,17850,82482,6,2.1,12/1/10 9:02,ST_037
536373,17850,82494L,6,2.55,12/1/10 9:02,ST_038
536373,17850,84029G,6,3.39,12/1/10 9:02,ST_018
536373,17850,84029E,6,3.39,12/1/10 9:02,ST_003
536373,17850,22752,2,7.65,12/1/10 9:02,ST_020
536373,17850,21730,6,4.25,12/1/10 9:02,ST_022
536374,15100,21258,32,10.95,12/1/10 9:09,ST_006
536375,17850,85123A,6,2.55,12/1/10 9:32,ST_050
536375,17850,71053,6,3.39,12/1/10 9:32,ST_001
536375,17850,84406B,8,2.75,12/1/10 9:32,ST_038
536375,17850,20679,6,4.95,12/1/10 9:32,ST_047
536375,17850,37370,6,1.06,12/1/10 9:32,ST_030
536375,17850,21871,6,1.06,12/1/10 9:32,ST_043
536375,17850,21071,6,1.06,12/1/10 9:32,ST_044
536375,17850,21068,6,1.06,12/1/10 9:32,ST_027
536375,17850,82483,2,4.95,12/1/10 9:32,ST_055
536375,17850,82486,4,6.95,12/1/10 9:32,ST_028
536375,17850,82482,6,2.1,12/1/10 9:32,ST_042
536375,17850,82494L,6,2.55,12/1/10 9:32,ST_002
536375,17850,84029G,6,3.39,12/1/10 9:32,ST_006
536375,17850,84029E,6,3.39,12/1/10 9:32,ST_012
536375,17850,22752,2,7.65,12/1/10 9:32,ST_049
536375,17850,21730,6,4.25,12/1/10 9:32,ST_040
536376,15291,22114,48,3.45,12/1/10 9:32,ST_041
536376,15291,21733,64,2.55,12/1/10 9:32,ST_002
536377,17850,22632,6,1.85,12/1/10 9:34,ST_014
536377,17850,22633,6,1.85,12/1/10 9:34,ST_003
536378,14688,22386,10,1.95,12/1/10 9:37,ST_012
536378,14688,85099C,10,1.95,12/1/10 9:37,ST_010
536378,14688,21033,10,2.95,12/1/10 9:37,ST_037
536378,14688,20723,10,0.85,12/1/10 9:37,ST_012
536378,14688,84997B,12,3.75,12/1/10 9:37,ST_001
536378,14688,84997C,6,3.75,12/1/10 9:37,ST_010
536378,14688,21094,12,0.85,12/1/10 9:37,ST_048
536378,14688,20725,10,1.65,12/1/10 9:37,ST_043
536378,14688,21559,6,2.55,12/1/10 9:37,ST_006
536378,14688,22352,6,2.55,12/1/10 9:37,ST_019
536378,14688,21212,120,0.42,12/1/10 9:37,ST_053
536378,14688,21975,24,0.55,12/1/10 9:37,ST_010
536378,14688,21977,24,0.55,12/1/10 9:37,ST_037
536378,14688,84991,24,0.55,12/1/10 9:37,ST_014
536378,14688,84519A,6,2.95,12/1/10 9:37,ST_016
536378,14688,85183B,48,1.25,12/1/10 9:37,ST_001
536378,14688,85071B,96,0.38,12/1/10 9:37,ST_047
536378,14688,21931,10,1.95,12/1/10 9:37,ST_012
536378,14688,21929,10,1.95,12/1/10 9:37,ST_055
536380,17809,22961,24,1.45,12/1/10 9:41,ST_025
536381,15311,22139,23,4.25,12/1/10 9:41,ST_002
536381,15311,84854,5,4.95,12/1/10 9:41,ST_054
536381,15311,22411,10,1.95,12/1/10 9:41,ST_042
536381,15311,82567,2,2.1,12/1/10 9:41,ST_033
536381,15311,21672,6,1.25,12/1/10 9:41,ST_035
536381,15311,22774,24,1.25,12/1/10 9:41,ST_005
536381,15311,22771,24,1.25,12/1/10 9:41,ST_016
536381,15311,71270,1,1.25,12/1/10 9:41,ST_025
536381,15311,22262,1,0.85,12/1/10 9:41,ST_039
536381,15311,22637,1,2.55,12/1/10 9:41,ST_001
536381,15311,21934,10,1.65,12/1/10 9:41,ST_018
536381,15311,21169,3,1.69,12/1/10 9:41,ST_055
536381,15311,21166,1,1.95,12/1/10 9:41,ST_010
536381,15311,21175,2,2.1,12/1/10 9:41,ST_014
536381,15311,37444A,1,2.95,12/1/10 9:41,ST_017
536381,15311,37444C,1,2.95,12/1/10 9:41,ST_055
536381,15311,22086,4,2.95,12/1/10 9:41,ST_008
536381,15311,22083,1,2.95,12/1/10 9:41,ST_050
536381,15311,84971S,6,0.85,12/1/10 9:41,ST_011
536381,15311,71270,3,1.25,12/1/10 9:41,ST_025
536381,15311,47580,2,2.55,12/1/10 9:41,ST_018
536381,15311,22261,1,0.85,12/1/10 9:41,ST_052
536381,15311,84832,1,0.85,12/1/10 9:41,ST_040
536381,15311,22644,1,1.45,12/1/10 9:41,ST_009
536381,15311,21533,1,4.95,12/1/10 9:41,ST_009
536381,15311,21557,2,2.95,12/1/10 9:41,ST_048
536381,15311,15056BL,2,5.95,12/1/10 9:41,ST_017
536381,15311,15056N,2,5.95,12/1/10 9:41,ST_020
536381,15311,22646,4,1.45,12/1/10 9:41,ST_021
536381,15311,22176,1,2.95,12/1/10 9:41,ST_033
536381,15311,22438,1,1.95,12/1/10 9:41,ST_050
536381,15311,21731,2,1.65,12/1/10 9:41,ST_011
536381,15311,22778,3,3.95,12/1/10 9:41,ST_037
536381,15311,22719,36,1.06,12/1/10 9:41,ST_014
536381,15311,21523,10,6.75,12/1/10 9:41,ST_017
,14527,D,-1,27.5,12/1/10 9:41,ST_007
536382,16098,10002,12,0.85,12/1/10 9:45,ST_024
536382,16098,21912,8,3.75,12/1/10 9:45,ST_024
536382,16098,21832,12,1.65,12/1/10 9:45,ST_030
536382,16098,22411,10,1.95,12/1/10 9:45,ST_054
536382,16098,22379,10,2.1,12/1/10 9:45,ST_011
536382,16098,22381,50,1.85,12/1/10 9:45,ST_042
536382,16098,22798,8,2.95,12/1/10 9:45,ST_033
536382,16098,22726,4,3.75,12/1/10 9:45,ST_020
536382,16098,22926,12,5.95,12/1/10 9:45,ST_047
536382,16098,22839,2,14.95,12/1/10 9:45,ST_031
536382,16098,22838,2,14.95,12/1/10 9:45,ST_046
536382,16098,22783,4,16.95,12/1/10 9:45,ST_017
,15311,35004C,-1,4.65,12/1/10 9:49,ST_054
536384,18074,82484,3,6.45,12/1/10 9:53,ST_055
536384,18074,84755,48,0.65,12/1/10 9:53,ST_026
536384,18074,22464,12,1.65,12/1/10 9:53,ST_005
536384,18074,21324,6,2.95,12/1/10 9:53,ST_051
536384,18074,22457,12,2.95,12/1/10 9:53,ST_014
536384,18074,22469,40,1.45,12/1/10 9:53,ST_018
536384,18074,22470,40,2.55,12/1/10 9:53,ST_002
536384,18074,22224,6,2.95,12/1/10 9:53,ST_043
536384,18074,21340,2,12.75,12/1/10 9:53,ST_025
536384,18074,22189,4,3.95,12/1/10 9:53,ST_038
536384,18074,22427,3,5.95,12/1/10 9:53,ST_018
536384,18074,22428,6,6.95,12/1/10 9:53,ST_025
536384,18074,22424,8,10.95,12/1/10 9:53,ST_021
536385,17420,22783,1,19.95,12/1/10 9:56,ST_044
536385,17420,22961,12,1.45,12/1/10 9:56,ST_034
536385,17420,22960,6,4.25,12/1/10 9:56,ST_020
536385,17420,22663,10,1.95,12/1/10 9:56,ST_013
536385,17420,85049A,12,1.25,12/1/10 9:56,ST_021
536385,17420,22168,2,8.5,12/1/10 9:56,ST_055
536385,17420,22662,10,1.65,12/1/10 9:56,ST_017
536386,16029,84880,36,4.95,12/1/10 9:57,ST_039
536386,16029,85099C,100,1.65,12/1/10 9:57,ST_038
536386,16029,85099B,100,1.65,12/1/10 9:57,ST_051
536387,16029,79321,192,3.82,12/1/10 9:58,ST_012
536387,16029,22780,192,3.37,12/1/10 9:58,ST_041
536387,16029,22779,192,3.37,12/1/10 9:58,ST_055
536387,16029,22466,432,1.45,12/1/10 9:58,ST_023
536387,16029,21731,432,1.25,12/1/10 9:58,ST_032
536388,16250,21754,3,5.95,12/1/10 9:59,ST_038
536388,16250,21755,3,5.95,12/1/10 9:59,ST_014
536388,16250,21523,2,7.95,12/1/10 9:59,ST_034
536388,16250,21363,3,4.95,12/1/10 9:59,ST_010
536388,16250,21411,3,4.25,12/1/10 9:59,ST_005
536388,16250,22318,6,2.95,12/1/10 9:59,ST_031
536388,16250,22464,12,1.65,12/1/10 9:59,ST_011
536388,16250,22915,12,0.42,12/1/10 9:59,ST_039
536388,16250,22922,12,0.85,12/1/10 9:59,ST_022
536388,16250,22969,12,1.45,12/1/10 9:59,ST_024
536388,16250,22923,12,0.85,12/1/10 9:59,ST_001
536388,16250,21115,4,6.75,12/1/10 9:59,ST_029
536388,16250,22469,12,1.65,12/1/10 9:59,ST_046
536388,16250,22242,12,1.65,12/1/10 9:59,ST_050
