timestamp,sales,inventory_level,store_id
01:02:23,305,10,ST_002
01:02:24,155,28,ST_004
01:02:25,396,49,ST_001
01:02:26,924,38,ST_003
01:02:27,342,45,ST_002
01:02:28,664,27,ST_004
01:02:29,307,39,ST_005
01:02:30,459,15,ST_005
01:02:31,819,28,ST_005
01:02:32,291,36,ST_004
01:02:33,589,29,ST_002
01:02:34,621,48,ST_004
01:02:35,607,30,ST_002
01:02:36,503,49,ST_002
01:02:37,116,32,ST_004
01:02:38,815,32,ST_002
01:02:39,793,31,ST_001
01:02:40,453,36,ST_004
01:02:41,560,25,ST_001
01:02:42,967,27,ST_004
01:02:43,751,34,ST_005
01:02:44,311,42,ST_003
01:02:45,582,25,ST_004
01:02:46,456,22,ST_001
01:02:47,699,27,ST_005
01:02:48,268,36,ST_003
01:02:49,227,13,ST_001
01:02:50,887,29,ST_003
01:02:51,217,39,ST_004
01:02:52,454,39,ST_005
01:02:53,241,22,ST_002
01:02:54,930,11,ST_003
01:02:55,642,40,ST_002
01:02:56,547,15,ST_005
01:02:57,836,42,ST_005
01:02:58,727,30,ST_001
01:02:59,394,37,ST_002
01:03:00,552,18,ST_002
01:03:01,571,19,ST_005
01:03:02,518,37,ST_004
01:03:03,739,33,ST_002
01:03:04,591,46,ST_003
01:03:05,548,14,ST_002
01:03:06,870,28,ST_002
01:03:07,796,44,ST_005
01:03:08,768,25,ST_001
01:03:09,522,34,ST_001
01:03:10,436,41,ST_002
01:03:11,909,11,ST_001
01:03:12,1000,47,ST_002
01:03:13,527,50,ST_004
01:03:14,869,37,ST_002
01:03:15,447,43,ST_005
01:03:16,149,26,ST_002
01:03:17,555,46,ST_001
01:03:18,923,14,ST_004
01:03:19,133,13,ST_002
01:03:20,269,50,ST_001
01:03:21,199,31,ST_003
01:03:22,673,21,ST_003
01:03:23,930,24,ST_004
01:03:24,215,10,ST_001
01:03:25,264,28,ST_001
01:03:26,534,28,ST_002
01:03:27,240,20,ST_005
01:03:28,754,27,ST_003
01:03:29,241,14,ST_004
01:03:30,238,31,ST_004
01:03:31,298,31,ST_001
01:03:32,211,44,ST_002
01:03:33,926,26,ST_005
01:03:34,536,38,ST_002
01:03:35,762,50,ST_002
01:03:36,121,44,ST_001
01:03:37,711,48,ST_004
01:03:38,813,10,ST_003
01:03:39,161,26,ST_002
01:03:40,740,22,ST_001
01:03:41,607,42,ST_004
01:03:42,194,40,ST_005
01:03:43,569,16,ST_001
01:03:44,728,32,ST_002
01:03:45,662,47,ST_001
01:03:46,930,35,ST_002
01:03:47,731,30,ST_004
01:03:48,327,26,ST_002
01:03:49,335,25,ST_003
01:03:50,907,36,ST_002
01:03:51,895,18,ST_003
01:03:52,635,16,ST_004
01:03:53,177,40,ST_005
01:03:54,166,10,ST_002
01:03:55,903,19,ST_001
01:03:56,333,47,ST_001
01:03:57,438,37,ST_002
01:03:58,979,37,ST_001
01:03:59,312,49,ST_004
01:04:00,171,17,ST_005
01:04:01,924,16,ST_001
01:04:02,426,42,ST_005
01:04:03,504,35,ST_003
01:04:04,492,21,ST_005
01:04:05,587,13,ST_001
01:04:06,289,12,ST_005
01:04:07,843,24,ST_002
01:04:08,411,22,ST_004
01:04:09,588,16,ST_005
01:04:10,997,31,ST_004
01:04:11,934,29,ST_005
01:04:12,258,49,ST_001
01:04:13,939,47,ST_003
01:04:14,537,32,ST_001
01:04:15,252,37,ST_005
01:04:16,126,38,ST_003
01:04:17,122,33,ST_002
01:04:18,191,11,ST_001
01:04:19,866,26,ST_002
01:04:21,786,44,ST_004
01:04:22,426,35,ST_001
01:04:23,335,45,ST_001
01:04:24,441,20,ST_002
01:04:25,659,40,ST_001
01:04:26,620,45,ST_005
01:04:27,819,12,ST_003
01:04:28,315,23,ST_001
01:04:29,624,28,ST_004
01:04:30,487,21,ST_003
01:04:31,970,17,ST_005
01:04:32,833,15,ST_003
01:04:33,951,31,ST_005
01:04:34,633,32,ST_005
01:04:35,581,24,ST_003
01:04:36,107,25,ST_005
01:04:37,530,16,ST_002
01:04:38,176,38,ST_001
01:04:39,411,47,ST_005
01:04:40,545,12,ST_002
01:04:41,813,49,ST_003
01:04:42,839,21,ST_005
01:04:43,927,44,ST_004
01:04:44,770,33,ST_003
01:04:45,704,13,ST_002
01:04:46,604,48,ST_004
01:04:47,620,25,ST_001
01:04:48,852,33,ST_003
01:04:49,748,11,ST_004
01:04:50,749,34,ST_003
01:04:51,725,42,ST_005
01:04:52,226,14,ST_001
01:04:53,573,33,ST_004
01:04:54,651,22,ST_003
01:04:55,822,43,ST_004
01:04:56,883,45,ST_001
01:04:57,110,16,ST_003
01:04:58,875,29,ST_004
01:04:59,199,16,ST_002
01:05:00,851,21,ST_005
01:05:01,354,24,ST_004
01:05:02,472,47,ST_002
01:05:03,557,48,ST_004
01:05:04,107,27,ST_005
01:05:05,872,41,ST_005
01:05:06,654,13,ST_003
01:05:07,902,40,ST_001
01:05:08,470,17,ST_001
01:05:09,377,30,ST_005
01:05:10,100,30,ST_004
01:05:11,897,30,ST_003
01:05:12,896,46,ST_001
01:05:13,211,28,ST_004
01:05:14,601,29,ST_003
01:05:15,516,27,ST_003
01:05:16,983,38,ST_001
01:05:17,902,15,ST_001
01:05:18,961,23,ST_001
01:05:19,419,43,ST_001
01:05:20,607,26,ST_004
01:05:21,977,30,ST_003
01:05:22,281,49,ST_001
